borough,major_category,minor_category,year,number_of_cases
Newham,Theft and Handling,Theft From Motor Vehicle,2010,4079
Newham,Theft and Handling,Theft From Motor Vehicle,2015,2392
Newham,Theft and Handling,Theft From Motor Vehicle,2008,4323
Newham,Theft and Handling,Theft From Motor Vehicle,2011,3126
Newham,Theft and Handling,Theft From Motor Vehicle,2009,3934
Newham,Theft and Handling,Theft From Motor Vehicle,2016,2634
Newham,Theft and Handling,Theft From Motor Vehicle,2013,3019
Newham,Burglary,Burglary in Other Buildings,2014,741
Newham,Burglary,Burglary in Other Buildings,2015,806
Newham,Burglary,Burglary in Other Buildings,2012,1047
Newham,Burglary,Burglary in Other Buildings,2008,1066
Newham,Burglary,Burglary in Other Buildings,2016,904
Newham,Burglary,Burglary in Other Buildings,2013,836
Newham,Burglary,Burglary in Other Buildings,2011,1027
Newham,Burglary,Burglary in Other Buildings,2009,1045
Newham,Burglary,Burglary in Other Buildings,2010,1094
Newham,Criminal Damage,Criminal Damage To Dwelling,2008,1019
Newham,Criminal Damage,Criminal Damage To Dwelling,2013,570
Newham,Criminal Damage,Criminal Damage To Dwelling,2011,825
Newham,Criminal Damage,Criminal Damage To Dwelling,2016,546
Newham,Criminal Damage,Criminal Damage To Dwelling,2012,699
Newham,Criminal Damage,Criminal Damage To Dwelling,2014,576
Newham,Criminal Damage,Criminal Damage To Dwelling,2010,978
Newham,Criminal Damage,Criminal Damage To Dwelling,2015,546
Newham,Criminal Damage,Criminal Damage To Dwelling,2009,1047
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2013,418
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2014,394
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2011,503
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2012,629
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2010,463
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2009,392
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2008,311
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2015,470
Newham,Theft and Handling,Theft/Taking of Pedal Cycle,2016,520
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,1406
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,1117
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,1473
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,903
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,1102
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,1052
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,1330
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,1042
Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,1106
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2016,1019
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2014,881
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2010,1152
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2009,1411
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2015,973
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2013,821
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2011,866
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1702
Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2012,891
Newham,Criminal Damage,Criminal Damage To Other Building,2016,237
Newham,Criminal Damage,Criminal Damage To Other Building,2015,226
Newham,Criminal Damage,Criminal Damage To Other Building,2012,237
Newham,Criminal Damage,Criminal Damage To Other Building,2009,276
Newham,Criminal Damage,Criminal Damage To Other Building,2008,270
Newham,Criminal Damage,Criminal Damage To Other Building,2013,207
Newham,Criminal Damage,Criminal Damage To Other Building,2010,267
Newham,Criminal Damage,Criminal Damage To Other Building,2014,215
Newham,Criminal Damage,Criminal Damage To Other Building,2011,210
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2009,132
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2010,307
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2008,159
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2016,542
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2015,457
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2012,201
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2011,351
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2013,200
Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2014,313
Sutton,Sexual Offences,Rape,2013,0
Sutton,Sexual Offences,Rape,2010,0
Sutton,Sexual Offences,Rape,2014,0
Sutton,Sexual Offences,Rape,2008,3
Sutton,Sexual Offences,Rape,2011,0
Sutton,Sexual Offences,Rape,2016,0
Sutton,Sexual Offences,Rape,2015,0
Sutton,Sexual Offences,Rape,2009,0
Sutton,Violence Against the Person,Murder,2015,0
Sutton,Violence Against the Person,Murder,2011,1
Sutton,Violence Against the Person,Murder,2008,3
Sutton,Violence Against the Person,Murder,2009,3
Sutton,Violence Against the Person,Murder,2016,1
Sutton,Violence Against the Person,Murder,2010,3
Sutton,Violence Against the Person,Murder,2014,0
Sutton,Violence Against the Person,Murder,2012,1
Sutton,Violence Against the Person,Murder,2013,1
Sutton,Violence Against the Person,Harassment,2015,1266
Sutton,Violence Against the Person,Harassment,2013,682
Sutton,Violence Against the Person,Harassment,2016,1303
Sutton,Violence Against the Person,Harassment,2014,929
Sutton,Violence Against the Person,Harassment,2011,431
Sutton,Violence Against the Person,Harassment,2012,703
Sutton,Violence Against the Person,Harassment,2008,363
Sutton,Violence Against the Person,Harassment,2010,389
Sutton,Violence Against the Person,Harassment,2009,404
Sutton,Drugs,Other Drugs,2016,2
Sutton,Drugs,Other Drugs,2014,4
Sutton,Drugs,Other Drugs,2013,9
Sutton,Drugs,Other Drugs,2012,1
Sutton,Drugs,Other Drugs,2008,4
Sutton,Drugs,Other Drugs,2011,0
Sutton,Drugs,Other Drugs,2015,5
Sutton,Drugs,Other Drugs,2010,6
Sutton,Drugs,Other Drugs,2009,0
Sutton,Theft and Handling,Other Theft,2008,1569
Sutton,Theft and Handling,Other Theft,2014,1399
Sutton,Theft and Handling,Other Theft,2015,1204
Sutton,Theft and Handling,Other Theft,2013,1322
Sutton,Theft and Handling,Other Theft,2009,1248
Sutton,Theft and Handling,Other Theft,2010,1455
Sutton,Theft and Handling,Other Theft,2012,1480
Sutton,Theft and Handling,Other Theft,2011,1538
Sutton,Theft and Handling,Other Theft,2016,1133
Sutton,Sexual Offences,Other Sexual,2013,0
Sutton,Sexual Offences,Other Sexual,2016,0
Sutton,Sexual Offences,Other Sexual,2009,0
Sutton,Sexual Offences,Other Sexual,2012,0
Sutton,Sexual Offences,Other Sexual,2010,0
Sutton,Sexual Offences,Other Sexual,2008,17
Sutton,Sexual Offences,Other Sexual,2011,0
Sutton,Sexual Offences,Other Sexual,2014,0
Sutton,Sexual Offences,Other Sexual,2015,0
Sutton,Violence Against the Person,Wounding/GBH,2008,150
Sutton,Violence Against the Person,Wounding/GBH,2009,165
Sutton,Violence Against the Person,Wounding/GBH,2014,315
Sutton,Violence Against the Person,Wounding/GBH,2016,304
Sutton,Violence Against the Person,Wounding/GBH,2015,373
Sutton,Violence Against the Person,Wounding/GBH,2010,115
Sutton,Violence Against the Person,Wounding/GBH,2013,227
Sutton,Violence Against the Person,Wounding/GBH,2011,83
Sutton,Violence Against the Person,Wounding/GBH,2012,100
Sutton,Violence Against the Person,Common Assault,2010,700
Sutton,Violence Against the Person,Common Assault,2008,694
Sutton,Violence Against the Person,Common Assault,2009,782
Sutton,Violence Against the Person,Common Assault,2015,1012
Sutton,Violence Against the Person,Common Assault,2013,608
Sutton,Violence Against the Person,Common Assault,2012,784
Sutton,Violence Against the Person,Common Assault,2016,988
Sutton,Violence Against the Person,Common Assault,2011,753
Sutton,Violence Against the Person,Common Assault,2014,869
Sutton,Other Notifiable Offences,Going Equipped,2015,5
Sutton,Other Notifiable Offences,Going Equipped,2016,7
Sutton,Other Notifiable Offences,Going Equipped,2008,7
Sutton,Other Notifiable Offences,Going Equipped,2014,8
Sutton,Other Notifiable Offences,Going Equipped,2012,11
Sutton,Other Notifiable Offences,Going Equipped,2009,6
Sutton,Other Notifiable Offences,Going Equipped,2010,8
Sutton,Other Notifiable Offences,Going Equipped,2013,4
Sutton,Other Notifiable Offences,Going Equipped,2011,14
Sutton,Violence Against the Person,Other violence,2013,81
Sutton,Violence Against the Person,Other violence,2009,112
Sutton,Violence Against the Person,Other violence,2012,91
Sutton,Violence Against the Person,Other violence,2008,136
Sutton,Violence Against the Person,Other violence,2015,136
Sutton,Violence Against the Person,Other violence,2014,122
Sutton,Violence Against the Person,Other violence,2011,108
Sutton,Violence Against the Person,Other violence,2016,138
Sutton,Violence Against the Person,Other violence,2010,106
Sutton,Drugs,Drug Trafficking,2016,49
Sutton,Drugs,Drug Trafficking,2014,37
Sutton,Drugs,Drug Trafficking,2013,62
Sutton,Drugs,Drug Trafficking,2009,40
Sutton,Drugs,Drug Trafficking,2010,49
Sutton,Drugs,Drug Trafficking,2008,44
Sutton,Drugs,Drug Trafficking,2015,48
Sutton,Drugs,Drug Trafficking,2011,40
Sutton,Drugs,Drug Trafficking,2012,75
Sutton,Violence Against the Person,Offensive Weapon,2008,98
Sutton,Violence Against the Person,Offensive Weapon,2013,39
Sutton,Violence Against the Person,Offensive Weapon,2011,67
Sutton,Violence Against the Person,Offensive Weapon,2016,57
Sutton,Violence Against the Person,Offensive Weapon,2012,43
Sutton,Violence Against the Person,Offensive Weapon,2014,43
Sutton,Violence Against the Person,Offensive Weapon,2009,88
Sutton,Violence Against the Person,Offensive Weapon,2010,67
Sutton,Violence Against the Person,Offensive Weapon,2015,53
Sutton,Other Notifiable Offences,Other Notifiable,2008,154
Sutton,Other Notifiable Offences,Other Notifiable,2015,177
Sutton,Other Notifiable Offences,Other Notifiable,2014,126
Sutton,Other Notifiable Offences,Other Notifiable,2009,134
Sutton,Other Notifiable Offences,Other Notifiable,2010,111
Sutton,Other Notifiable Offences,Other Notifiable,2012,152
Sutton,Other Notifiable Offences,Other Notifiable,2013,136
Sutton,Other Notifiable Offences,Other Notifiable,2011,87
Sutton,Other Notifiable Offences,Other Notifiable,2016,246
Sutton,Theft and Handling,Theft From Shops,2012,844
Sutton,Theft and Handling,Theft From Shops,2009,999
Sutton,Theft and Handling,Theft From Shops,2014,746
Sutton,Theft and Handling,Theft From Shops,2013,842
Sutton,Theft and Handling,Theft From Shops,2008,887
Sutton,Theft and Handling,Theft From Shops,2015,781
Sutton,Theft and Handling,Theft From Shops,2010,1043
Sutton,Theft and Handling,Theft From Shops,2016,794
Sutton,Theft and Handling,Theft From Shops,2011,1014
Sutton,Robbery,Business Property,2009,51
Sutton,Robbery,Business Property,2010,51
Sutton,Robbery,Business Property,2011,42
Sutton,Robbery,Business Property,2008,68
Sutton,Robbery,Business Property,2014,18
Sutton,Robbery,Business Property,2012,42
Sutton,Robbery,Business Property,2015,21
Sutton,Robbery,Business Property,2013,34
Sutton,Robbery,Business Property,2016,20
Sutton,Robbery,Personal Property,2012,261
Sutton,Robbery,Personal Property,2011,251
Sutton,Robbery,Personal Property,2010,253
Sutton,Robbery,Personal Property,2016,145
Sutton,Robbery,Personal Property,2013,212
Sutton,Robbery,Personal Property,2014,184
Sutton,Robbery,Personal Property,2008,249
Sutton,Robbery,Personal Property,2015,142
Sutton,Robbery,Personal Property,2009,264
Sutton,Fraud or Forgery,Counted per Victim,2016,0
Sutton,Fraud or Forgery,Counted per Victim,2009,0
Sutton,Fraud or Forgery,Counted per Victim,2011,0
Sutton,Fraud or Forgery,Counted per Victim,2014,0
Sutton,Fraud or Forgery,Counted per Victim,2010,0
Sutton,Fraud or Forgery,Counted per Victim,2015,0
Sutton,Fraud or Forgery,Counted per Victim,2012,0
Sutton,Fraud or Forgery,Counted per Victim,2013,0
Sutton,Fraud or Forgery,Counted per Victim,2008,45
Sutton,Theft and Handling,Other Theft Person,2010,226
Sutton,Theft and Handling,Other Theft Person,2016,141
Sutton,Theft and Handling,Other Theft Person,2009,300
Sutton,Theft and Handling,Other Theft Person,2012,197
Sutton,Theft and Handling,Other Theft Person,2008,288
Sutton,Theft and Handling,Other Theft Person,2014,133
Sutton,Theft and Handling,Other Theft Person,2013,190
Sutton,Theft and Handling,Other Theft Person,2011,152
Sutton,Theft and Handling,Other Theft Person,2015,161
Sutton,Violence Against the Person,Assault with Injury,2011,882
Sutton,Violence Against the Person,Assault with Injury,2010,936
Sutton,Violence Against the Person,Assault with Injury,2012,935
Sutton,Violence Against the Person,Assault with Injury,2009,1092
Sutton,Violence Against the Person,Assault with Injury,2016,923
Sutton,Violence Against the Person,Assault with Injury,2015,856
Sutton,Violence Against the Person,Assault with Injury,2013,737
Sutton,Violence Against the Person,Assault with Injury,2014,852
Sutton,Violence Against the Person,Assault with Injury,2008,1106
Sutton,Drugs,Possession Of Drugs,2008,443
Sutton,Drugs,Possession Of Drugs,2009,473
Sutton,Drugs,Possession Of Drugs,2012,481
Sutton,Drugs,Possession Of Drugs,2010,523
Sutton,Drugs,Possession Of Drugs,2014,415
Sutton,Drugs,Possession Of Drugs,2015,447
Sutton,Drugs,Possession Of Drugs,2013,406
Sutton,Drugs,Possession Of Drugs,2016,410
Sutton,Drugs,Possession Of Drugs,2011,513
Sutton,Theft and Handling,Handling Stolen Goods,2013,26
Sutton,Theft and Handling,Handling Stolen Goods,2010,34
Sutton,Theft and Handling,Handling Stolen Goods,2009,33
Sutton,Theft and Handling,Handling Stolen Goods,2015,21
Sutton,Theft and Handling,Handling Stolen Goods,2008,44
Sutton,Theft and Handling,Handling Stolen Goods,2014,23
Sutton,Theft and Handling,Handling Stolen Goods,2016,24
Sutton,Theft and Handling,Handling Stolen Goods,2012,22
Sutton,Theft and Handling,Handling Stolen Goods,2011,39
Sutton,Criminal Damage,Other Criminal Damage,2009,354
Sutton,Criminal Damage,Other Criminal Damage,2014,300
Sutton,Criminal Damage,Other Criminal Damage,2015,313
Sutton,Criminal Damage,Other Criminal Damage,2016,320
Sutton,Criminal Damage,Other Criminal Damage,2013,268
Sutton,Criminal Damage,Other Criminal Damage,2008,370
Sutton,Criminal Damage,Other Criminal Damage,2012,255
Sutton,Criminal Damage,Other Criminal Damage,2010,353
Sutton,Criminal Damage,Other Criminal Damage,2011,319
Sutton,Fraud or Forgery,Other Fraud & Forgery,2012,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2013,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2016,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2011,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2009,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2010,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2014,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2015,0
Sutton,Fraud or Forgery,Other Fraud & Forgery,2008,12
Sutton,Burglary,Burglary in a Dwelling,2009,777
Sutton,Burglary,Burglary in a Dwelling,2012,879
Sutton,Burglary,Burglary in a Dwelling,2010,746
Sutton,Burglary,Burglary in a Dwelling,2011,741
Sutton,Burglary,Burglary in a Dwelling,2016,741
Sutton,Burglary,Burglary in a Dwelling,2015,630
Sutton,Burglary,Burglary in a Dwelling,2013,787
Sutton,Burglary,Burglary in a Dwelling,2014,797
Sutton,Burglary,Burglary in a Dwelling,2008,855
Sutton,Theft and Handling,Theft From Motor Vehicle,2012,1380
Sutton,Theft and Handling,Theft From Motor Vehicle,2009,1612
Sutton,Theft and Handling,Theft From Motor Vehicle,2013,1299
Sutton,Theft and Handling,Theft From Motor Vehicle,2015,730
Sutton,Theft and Handling,Theft From Motor Vehicle,2011,1254
Sutton,Theft and Handling,Theft From Motor Vehicle,2014,1017
Sutton,Theft and Handling,Theft From Motor Vehicle,2008,1560
Sutton,Theft and Handling,Theft From Motor Vehicle,2010,1718
Sutton,Theft and Handling,Theft From Motor Vehicle,2016,703
Sutton,Burglary,Burglary in Other Buildings,2009,720
Sutton,Burglary,Burglary in Other Buildings,2015,649
Sutton,Burglary,Burglary in Other Buildings,2011,868
Sutton,Burglary,Burglary in Other Buildings,2016,492
Sutton,Burglary,Burglary in Other Buildings,2014,600
Sutton,Burglary,Burglary in Other Buildings,2008,793
Sutton,Burglary,Burglary in Other Buildings,2010,835
Sutton,Burglary,Burglary in Other Buildings,2012,657
Sutton,Burglary,Burglary in Other Buildings,2013,640
Sutton,Criminal Damage,Criminal Damage To Dwelling,2010,418
Sutton,Criminal Damage,Criminal Damage To Dwelling,2015,250
Sutton,Criminal Damage,Criminal Damage To Dwelling,2009,458
Sutton,Criminal Damage,Criminal Damage To Dwelling,2008,564
Sutton,Criminal Damage,Criminal Damage To Dwelling,2012,289
Sutton,Criminal Damage,Criminal Damage To Dwelling,2016,232
Sutton,Criminal Damage,Criminal Damage To Dwelling,2011,337
Sutton,Criminal Damage,Criminal Damage To Dwelling,2014,222
Sutton,Criminal Damage,Criminal Damage To Dwelling,2013,230
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2016,117
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2012,125
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2014,164
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2009,239
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2010,204
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2011,196
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2013,131
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2008,238
Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,2015,103
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,338
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,264
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,253
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,396
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,585
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,387
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,202
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,267
Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,415
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2016,644
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2015,619
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2011,724
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2010,894
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2009,1074
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2013,573
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2014,607
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2012,627
Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1131
Sutton,Criminal Damage,Criminal Damage To Other Building,2012,183
Sutton,Criminal Damage,Criminal Damage To Other Building,2008,350
Sutton,Criminal Damage,Criminal Damage To Other Building,2011,177
Sutton,Criminal Damage,Criminal Damage To Other Building,2013,148
Sutton,Criminal Damage,Criminal Damage To Other Building,2009,251
Sutton,Criminal Damage,Criminal Damage To Other Building,2015,139
Sutton,Criminal Damage,Criminal Damage To Other Building,2014,128
Sutton,Criminal Damage,Criminal Damage To Other Building,2016,120
Sutton,Criminal Damage,Criminal Damage To Other Building,2010,233
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2015,204
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2012,128
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2008,113
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2014,118
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2013,99
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2010,160
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2009,146
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2011,99
Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,2016,217
Bromley,Sexual Offences,Rape,2016,0
Bromley,Sexual Offences,Rape,2008,4
Bromley,Sexual Offences,Rape,2014,0
Bromley,Sexual Offences,Rape,2013,0
Bromley,Sexual Offences,Rape,2011,0
Bromley,Sexual Offences,Rape,2009,0
Bromley,Sexual Offences,Rape,2012,0
Bromley,Sexual Offences,Rape,2015,0
Bromley,Sexual Offences,Rape,2010,0
Bromley,Violence Against the Person,Murder,2013,1
Bromley,Violence Against the Person,Murder,2008,0
Bromley,Violence Against the Person,Murder,2011,2
Bromley,Violence Against the Person,Murder,2014,2
Bromley,Violence Against the Person,Murder,2015,0
Bromley,Violence Against the Person,Murder,2009,4
Bromley,Violence Against the Person,Murder,2010,0
Bromley,Violence Against the Person,Murder,2016,0
Bromley,Violence Against the Person,Murder,2012,1
Bromley,Violence Against the Person,Harassment,2008,1630
Bromley,Violence Against the Person,Harassment,2013,1288
Bromley,Violence Against the Person,Harassment,2012,1345
Bromley,Violence Against the Person,Harassment,2016,2545
Bromley,Violence Against the Person,Harassment,2011,1452
Bromley,Violence Against the Person,Harassment,2015,2605
Bromley,Violence Against the Person,Harassment,2010,1450
Bromley,Violence Against the Person,Harassment,2009,1645
Bromley,Violence Against the Person,Harassment,2014,1862
Bromley,Drugs,Other Drugs,2011,3
Bromley,Drugs,Other Drugs,2015,5
Bromley,Drugs,Other Drugs,2012,7
Bromley,Drugs,Other Drugs,2016,4
Bromley,Drugs,Other Drugs,2009,3
Bromley,Drugs,Other Drugs,2014,3
Bromley,Drugs,Other Drugs,2013,6
Bromley,Drugs,Other Drugs,2008,2
Bromley,Drugs,Other Drugs,2010,7
Bromley,Theft and Handling,Other Theft,2012,3192
Bromley,Theft and Handling,Other Theft,2010,2342
Bromley,Theft and Handling,Other Theft,2009,2133
Bromley,Theft and Handling,Other Theft,2016,2677
Bromley,Theft and Handling,Other Theft,2014,2771
Bromley,Theft and Handling,Other Theft,2008,2482
Bromley,Theft and Handling,Other Theft,2011,2671
Bromley,Theft and Handling,Other Theft,2015,2825
Bromley,Theft and Handling,Other Theft,2013,2842
Bromley,Sexual Offences,Other Sexual,2012,0
Bromley,Sexual Offences,Other Sexual,2010,0
Bromley,Sexual Offences,Other Sexual,2013,0
Bromley,Sexual Offences,Other Sexual,2011,0
Bromley,Sexual Offences,Other Sexual,2009,0
Bromley,Sexual Offences,Other Sexual,2014,0
Bromley,Sexual Offences,Other Sexual,2015,0
Bromley,Sexual Offences,Other Sexual,2008,27
Bromley,Sexual Offences,Other Sexual,2016,0
Bromley,Violence Against the Person,Wounding/GBH,2010,220
Bromley,Violence Against the Person,Wounding/GBH,2014,579
Bromley,Violence Against the Person,Wounding/GBH,2012,154
Bromley,Violence Against the Person,Wounding/GBH,2008,264
Bromley,Violence Against the Person,Wounding/GBH,2011,249
Bromley,Violence Against the Person,Wounding/GBH,2013,382
Bromley,Violence Against the Person,Wounding/GBH,2009,276
Bromley,Violence Against the Person,Wounding/GBH,2015,594
Bromley,Violence Against the Person,Wounding/GBH,2016,654
Bromley,Violence Against the Person,Common Assault,2016,1641
Bromley,Violence Against the Person,Common Assault,2009,1196
Bromley,Violence Against the Person,Common Assault,2008,1152
Bromley,Violence Against the Person,Common Assault,2013,1013
Bromley,Violence Against the Person,Common Assault,2012,1009
Bromley,Violence Against the Person,Common Assault,2015,1683
Bromley,Violence Against the Person,Common Assault,2011,957
Bromley,Violence Against the Person,Common Assault,2014,1418
Bromley,Violence Against the Person,Common Assault,2010,1058
Bromley,Other Notifiable Offences,Going Equipped,2009,19
Bromley,Other Notifiable Offences,Going Equipped,2016,14
Bromley,Other Notifiable Offences,Going Equipped,2014,9
Bromley,Other Notifiable Offences,Going Equipped,2011,23
Bromley,Other Notifiable Offences,Going Equipped,2012,19
Bromley,Other Notifiable Offences,Going Equipped,2013,12
Bromley,Other Notifiable Offences,Going Equipped,2008,21
Bromley,Other Notifiable Offences,Going Equipped,2015,14
Bromley,Other Notifiable Offences,Going Equipped,2010,12
Bromley,Violence Against the Person,Other violence,2015,214
Bromley,Violence Against the Person,Other violence,2008,170
Bromley,Violence Against the Person,Other violence,2012,174
Bromley,Violence Against the Person,Other violence,2010,158
Bromley,Violence Against the Person,Other violence,2013,176
Bromley,Violence Against the Person,Other violence,2011,143
Bromley,Violence Against the Person,Other violence,2016,255
Bromley,Violence Against the Person,Other violence,2014,207
Bromley,Violence Against the Person,Other violence,2009,129
Bromley,Drugs,Drug Trafficking,2011,144
Bromley,Drugs,Drug Trafficking,2013,82
Bromley,Drugs,Drug Trafficking,2012,96
Bromley,Drugs,Drug Trafficking,2016,51
Bromley,Drugs,Drug Trafficking,2015,68
Bromley,Drugs,Drug Trafficking,2008,116
Bromley,Drugs,Drug Trafficking,2010,76
Bromley,Drugs,Drug Trafficking,2009,72
Bromley,Drugs,Drug Trafficking,2014,70
Bromley,Violence Against the Person,Offensive Weapon,2012,85
Bromley,Violence Against the Person,Offensive Weapon,2010,106
Bromley,Violence Against the Person,Offensive Weapon,2015,88
Bromley,Violence Against the Person,Offensive Weapon,2016,84
Bromley,Violence Against the Person,Offensive Weapon,2008,167
Bromley,Violence Against the Person,Offensive Weapon,2014,70
Bromley,Violence Against the Person,Offensive Weapon,2009,127
Bromley,Violence Against the Person,Offensive Weapon,2013,79
Bromley,Violence Against the Person,Offensive Weapon,2011,108
Bromley,Other Notifiable Offences,Other Notifiable,2013,264
Bromley,Other Notifiable Offences,Other Notifiable,2014,319
Bromley,Other Notifiable Offences,Other Notifiable,2015,390
Bromley,Other Notifiable Offences,Other Notifiable,2009,251
Bromley,Other Notifiable Offences,Other Notifiable,2008,199
Bromley,Other Notifiable Offences,Other Notifiable,2016,403
Bromley,Other Notifiable Offences,Other Notifiable,2012,222
Bromley,Other Notifiable Offences,Other Notifiable,2011,182
Bromley,Other Notifiable Offences,Other Notifiable,2010,264
Bromley,Theft and Handling,Theft From Shops,2008,1521
Bromley,Theft and Handling,Theft From Shops,2016,1845
Bromley,Theft and Handling,Theft From Shops,2012,1224
Bromley,Theft and Handling,Theft From Shops,2014,1740
Bromley,Theft and Handling,Theft From Shops,2013,1526
Bromley,Theft and Handling,Theft From Shops,2009,1408
Bromley,Theft and Handling,Theft From Shops,2011,1427
Bromley,Theft and Handling,Theft From Shops,2015,1679
Bromley,Theft and Handling,Theft From Shops,2010,1396
Bromley,Robbery,Business Property,2010,73
Bromley,Robbery,Business Property,2013,70
Bromley,Robbery,Business Property,2012,65
Bromley,Robbery,Business Property,2014,55
Bromley,Robbery,Business Property,2015,43
Bromley,Robbery,Business Property,2016,38
Bromley,Robbery,Business Property,2009,75
Bromley,Robbery,Business Property,2008,112
Bromley,Robbery,Business Property,2011,63
Bromley,Robbery,Personal Property,2009,469
Bromley,Robbery,Personal Property,2016,331
Bromley,Robbery,Personal Property,2011,621
Bromley,Robbery,Personal Property,2014,335
Bromley,Robbery,Personal Property,2012,536
Bromley,Robbery,Personal Property,2015,320
Bromley,Robbery,Personal Property,2008,650
Bromley,Robbery,Personal Property,2010,507
Bromley,Robbery,Personal Property,2013,505
Bromley,Fraud or Forgery,Counted per Victim,2009,0
Bromley,Fraud or Forgery,Counted per Victim,2013,0
Bromley,Fraud or Forgery,Counted per Victim,2015,0
Bromley,Fraud or Forgery,Counted per Victim,2010,0
Bromley,Fraud or Forgery,Counted per Victim,2016,0
Bromley,Fraud or Forgery,Counted per Victim,2012,0
Bromley,Fraud or Forgery,Counted per Victim,2014,0
Bromley,Fraud or Forgery,Counted per Victim,2011,0
Bromley,Fraud or Forgery,Counted per Victim,2008,161
